# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 18 22:43:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and tran_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rowupdate:      Date of Last Update
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
WASP-23 b,1,1,1,Transit,1,0,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,2.94442560,0.00000110,-0.00000130,0,0.037600,0.001600,-0.002400,0,10.783,0.527,-0.628,0,0.88400,0.08800,-0.09900,0,0.062000,,,1,,,,,,,,,,,,,,,,,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,,5150.00,100.00,,0,0.77,0.05,,0,0.78,0.13,,0,,,,,,,,,,,,,,,,,2.2000,0.3000,,0,,,,,2014-05-14
WASP-24 b,1,3,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.34121000,0.00000200,-0.00000200,0,,,,,15.468,1.793,-1.793,0,1.24000,0.29000,-0.29000,0,0.000000,,,0,,,,,,,,,5.910000,0.170000,-0.170000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6075.00,100.00,-100.00,0,1.42,0.16,-0.16,0,1.43,0.50,-0.50,0,0.000,,,0,,,,,4.26,0.17,-0.17,0,,,,,,,,,,,,,2018-04-25
WASP-25 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.76483000,0.00000500,-0.00000500,0,,,,,11.994,1.121,-1.121,0,0.44000,0.10000,-0.10000,0,0.000000,,,0,,,,,,,,,11.100000,0.520000,-0.520000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5750.00,100.00,-100.00,0,0.80,0.08,-0.08,0,0.67,0.22,-0.22,0,-0.050,,,0,,,,,4.50,0.15,-0.15,0,,,,,,,,,,,,,2018-04-25
WASP-26 b,1,2,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.75660000,0.00001000,-0.00001000,0,,,,,13.563,1.681,-1.681,0,0.85000,0.23000,-0.23000,0,0.000000,,,0,,,,,,,,,6.430000,0.310000,-0.310000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6034.00,31.00,-31.00,0,1.22,0.15,-0.15,0,0.86,0.34,-0.34,0,0.160,,,0,,,,,4.44,0.06,-0.06,0,,,,,,,,,,,,,2018-04-25
WASP-28 b,1,1,1,Transit,1,0,<a refstr=MO__X10D_NIK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020PASP..132a4401M/abstract target=ref>Mo&#x10D;nik et al. 2020</a>,3.40883495,0.00000015,-0.00000015,0,0.044200,0.001000,-0.001000,0,13.664,0.314,-0.314,0,0.88900,0.05800,-0.05800,0,0.000000,,,0,,,,,1456,40,-40,0,,,,,,,,,<a refstr=MO__X10D_NIK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020PASP..132a4401M/abstract target=ref>Mo&#x10D;nik et al. 2020</a>,,,,,,1.08,0.03,-0.03,0,0.99,0.07,-0.07,0,,,,,,,,,,,,,5.500,2.600,-2.600,0,,,,,,,,,2022-02-22
WASP-29 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.92273000,0.00000400,-0.00000400,0,,,,,8.631,0.785,-0.785,0,0.23000,0.05000,-0.05000,0,0.030000,0.040000,-0.040000,0,,,,,,,,,12.180000,0.690000,-0.690000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4800.00,150.00,-150.00,0,0.79,0.07,-0.07,0,0.77,0.25,-0.25,0,0.110,,,0,,,,,4.50,0.20,-0.20,0,,,,,,,,,,,,,2018-04-25
WASP-3 b,1,3,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.84683000,0.00000200,-0.00000200,0,,,,,15.917,1.906,-1.906,0,2.43000,0.53000,-0.53000,0,0.000000,,,0,,,,,,,,,5.180000,0.350000,-0.350000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6400.00,100.00,-100.00,0,1.44,0.12,-0.12,0,1.62,0.53,-0.53,0,0.000,,,0,,,,,4.25,0.05,-0.05,0,,,,,,,,,,,,,2019-04-01
WASP-31 b,1,1,1,Transit,1,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,3.40590960,0.00000500,-0.00000500,0,0.046590,0.000350,-0.000350,0,17.363,0.560,-0.560,0,0.47800,0.02900,-0.02900,0,0.000000,,,0,,,,,,,,,,,,,,,,,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,,6302.00,102.00,,0,1.25,0.03,-0.03,0,1.16,0.03,,0,,,,,,,,,,,,,,,,,7.9000,0.6000,,0,,,,,2014-05-14
WASP-32 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.71866000,0.00000200,-0.00000200,0,,,,,10.761,1.681,-1.681,0,2.63000,0.82000,-0.82000,0,0.000000,,,0,,,,,,,,,7.720000,0.250000,-0.250000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6140.00,95.00,-95.00,0,0.95,0.15,-0.15,0,0.72,0.34,-0.34,0,-0.130,,,0,,,,,4.40,0.02,-0.02,0,,,,,,,,,,,,,2018-04-25
WASP-33 b,1,2,1,Transit,1,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,1.21987000,0.00000100,-0.00000100,0,0.023900,0.000630,-0.000630,0,17.856,0.829,-0.829,0,2.09300,0.13900,-0.13900,0,,,,,,,,,2782,41,-41,0,3.571000,0.010000,-0.010000,0,0.11180,0.00020,-0.00020,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,7430.00,100.00,-100.00,0,1.44,0.03,-0.03,0,1.50,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-08
WASP-34 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.31768000,0.00000500,-0.00000500,0,,,,,11.209,0.897,-0.897,0,0.56000,0.17000,-0.17000,0,0.040000,0.010000,-0.010000,0,,,,,,,,,12.070000,1.580000,-1.580000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5700.00,100.00,-100.00,0,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0,-0.020,,,0,,,,,4.50,0.10,-0.10,0,,,,,,,,,,,,,2018-04-25
WASP-35 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.16158000,0.00000200,-0.00000200,0,,,,,14.572,0.785,-0.785,0,0.71000,0.10000,-0.10000,0,0.000000,,,0,,,,,,,,,8.530000,0.210000,-0.210000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5990.00,80.00,-80.00,0,1.08,0.06,-0.06,0,1.05,0.19,-0.19,0,-0.150,,,0,,,,,4.40,0.01,-0.01,0,,,,,,,,,,,,,2018-04-25
WASP-36 b,1,2,1,Transit,1,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,1.53736596,0.00000024,-0.00000024,0,0.026770,0.000280,-0.000280,0,14.874,0.235,-0.235,0,2.36100,0.07000,-0.07000,0,,,,,,,,,1733,19,-19,0,5.848000,0.055200,-0.054200,0,0.13677,0.00056,-0.00056,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,,5959.00,134.00,-134.00,0,0.98,0.01,-0.01,0,1.08,0.03,-0.03,0,-0.260,0.100,-0.100,0,,,,,4.49,0.01,-0.01,0,1.400,1.500,-3.400,0,,,,,,,,,2016-04-05
WASP-37 b,1,1,1,Transit,1,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,3.57746900,0.00001100,-0.00001100,0,0.044600,0.001900,-0.001900,0,13.002,0.785,-0.673,0,1.80000,0.17000,-0.17000,0,0.000000,,,0,,,,,,,,,,,,,,,,,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,,5800.00,150.00,,0,1.00,0.05,,0,0.93,0.12,,0,,,,,-0.021,0.077,,0,,,,,,,,,2.4000,1.6000,,0,,,,,2014-05-14
WASP-38 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.87188000,0.00001000,-0.00001000,0,,,,,13.787,0.673,-0.673,0,3.44000,0.36000,-0.36000,0,0.030000,0.000000,0.000000,0,,,,,,,,,12.110000,0.270000,-0.270000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6180.00,50.00,-50.00,0,1.52,0.07,-0.07,0,1.76,0.28,-0.28,0,-0.020,,,0,,,,,4.25,0.01,-0.01,0,,,,,,,,,,,,,2018-04-25
WASP-39 b,1,1,1,Transit,1,0,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,4.05525900,0.00000900,-0.00000900,0,0.048600,0.000500,-0.000500,0,14.235,0.448,-0.448,0,0.28000,0.03000,-0.03000,0,0.000000,,,0,,,,,,,,,,,,,,,,,<a refstr=FAEDI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1102.1375F/abstract target=ref> Faedi et al. 2011 </a>,,5400.00,150.00,,0,0.90,0.02,-0.02,0,0.93,0.03,,0,,,,,,,,,,,,,,,,,1.4000,0.6000,,0,,,,,2014-05-14
WASP-4 b,1,1,1,Transit,1,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,1.33823147,0.00000002,-0.00000002,0,0.022600,0.000700,-0.000800,0,14.807,0.437,-0.437,0,1.18600,0.09000,-0.09800,0,0.000000,,,0,,,,,,,,,5.451000,0.023000,-0.052000,0,0.15201,0.00040,-0.00033,0,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,,5400.00,90.00,-90.00,0,0.89,0.03,-0.03,0,0.86,0.08,-0.09,0,-0.070,0.190,-0.190,0,,,,,4.47,0.11,-0.11,0,7.000,,,0,,,,,,,,,2019-08-09
WASP-41 b,1,1,2,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.05240000,0.00000100,-0.00000100,0,,,,,12.330,0.560,-0.560,0,0.85000,0.11000,-0.11000,0,0.000000,,,0,,,,,,,,,9.960000,0.420000,-0.420000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5545.00,33.00,-33.00,0,0.83,0.04,-0.04,0,0.81,0.15,-0.15,0,0.060,,,0,,,,,4.53,0.05,-0.05,0,,,,,,,,,,,,,2018-04-25
WASP-42 b,1,1,1,Transit,1,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,4.98168190,0.00000110,-0.00000110,0,0.056100,0.001200,-0.001200,0,12.576,0.437,-0.437,0,0.52700,0.02800,-0.02800,0,,,,,,,,,1021,19,-19,0,13.500000,0.320000,-0.300000,0,0.12930,0.00080,-0.00080,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,,5315.00,79.00,-79.00,0,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0,0.290,0.050,-0.050,0,,,,,4.51,0.02,-0.02,0,4.400,4.400,-3.400,0,,,,,,,,,2016-02-24
WASP-43 b,1,1,1,Transit,1,0,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,0.81347500,0.00000100,-0.00000100,0,0.014200,0.000400,-0.000400,0,10.424,0.785,-1.009,0,1.78000,0.10000,-0.10000,0,0.000000,,,0,,,,,,,,,,,,,,,,,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,,4400.00,200.00,,0,0.60,0.03,-0.04,0,0.58,0.05,,0,,,,,,,,,,,,,,,,,4.0000,0.4000,,0,,,,,2014-05-14
WASP-44 b,1,1,1,Transit,1,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.42380400,0.00000800,-0.00000800,0,0.034530,0.000650,-0.000650,0,12.330,0.908,-0.852,0,0.87000,0.06300,-0.06200,0,,,,,533.00,72.00,-64.00,0,1337,43,-42,0,8.200000,0.430000,-0.420000,0,0.12480,0.00230,-0.00230,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,G8 V,5420.00,100.00,-100.00,0,0.91,0.05,-0.05,0,0.94,0.05,-0.05,0,-0.003,0.100,-0.100,0,-0.198,0.064,-0.064,0,4.49,0.04,-0.04,0,,,,,,,,,,,,,2019-09-20
WASP-45 b,1,2,1,Transit,1,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,3.12608900,0.00000300,-0.00000300,0,0.039630,0.001140,-0.001120,0,10.604,0.650,-0.572,0,0.96400,0.05800,-0.05600,0,,,,,294.00,54.00,-48.00,0,1153,50,-50,0,9.970000,0.300000,-0.310000,0,0.11370,0.00290,-0.00220,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5150.00,200.00,-200.00,0,0.85,0.04,-0.04,0,0.85,0.08,-0.07,0,-0.030,0.200,-0.200,0,-0.336,0.091,-0.097,0,4.50,0.03,-0.03,0,,,,,,,,,,,,,2019-09-20
WASP-46 b,1,1,1,Transit,1,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.456..990C/abstract target=ref>Ciceri et al. 2016</a>,1.43036763,0.00000093,-0.00000093,0,0.023350,0.000720,-0.000720,0,13.159,0.415,-0.415,0,1.91000,0.13000,-0.13000,0,,,,,,,,,1636,44,-44,0,5.851000,0.038000,-0.037000,0,0.14075,0.00035,-0.00035,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.456..990C/abstract target=ref>Ciceri et al. 2016</a>,G6 V,5600.00,,,0,0.86,0.03,-0.03,0,0.83,0.08,-0.08,0,-0.300,,,0,,,,,4.49,0.01,-0.01,0,9.600,3.700,-5.500,0,,,,,,,,,2015-12-02
WASP-47 b,1,1,4,Transit,1,0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,4.15915100,0.00000040,-0.00000040,0,,,,,12.860,0.100,-0.100,0,1.17674,0.05349,-0.05034,0,0.000600,0.000500,-0.000200,0,,,,,,,,,,,,,,,,,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,,,,,,1.16,0.01,-0.01,0,1.06,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14
WASP-47 d,1,1,4,Transit,1,0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,9.03050100,0.00001300,-0.00001300,0,,,,,3.650,0.030,-0.030,0,0.04877,0.00220,-0.00283,0,0.001000,0.000800,-0.000700,0,,,,,,,,,,,,,,,,,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,,,,,,1.16,0.01,-0.01,0,1.06,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14
WASP-47 e,1,1,4,Transit,1,0,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,0.78961000,0.00003000,-0.00003000,0,,,,,1.830,0.020,-0.020,0,0.02832,0.00189,-0.00126,0,0.000000,,,0,,,,,,,,,,,,,,,,,<a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>,,,,,,1.16,0.01,-0.01,0,1.06,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14
WASP-48 b,1,1,1,Transit,1,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.14363000,0.00000300,-0.00000300,0,,,,,16.814,2.242,-2.242,0,0.80000,0.23000,-0.23000,0,0.000000,,,0,,,,,,,,,4.250000,0.180000,-0.180000,0,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5920.00,150.00,-150.00,0,1.58,0.21,-0.21,0,0.88,0.36,-0.36,0,-0.120,,,0,,,,,4.03,0.03,-0.03,0,,,,,,,,,,,,,2018-04-25
